AvgSpotLen	BioSample	Experiment	Library_Name	Organism	Run	SRA_Sample	Sample_Name	Sex	age	anonymized_name	body_habitat	body_product	body_site	env_feature	env_material	env_package	host_subject_id	host_taxid	sample_source	sample_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Platform	ReleaseDate	SRA_Study	age_unit	collection_timestamp	dna_extracted	elevation	env_biome	geo_loc_name	has_physical_specimen	latitude	longitude	physical_specimen_location	physical_specimen_remaining	project_name	title
227	SAMEA103981024	ERX1998805	232.M2Dkey217	indoor metagenome	ERR1938272	ERS1670192	SAMEA103981024 ERS1670192	male	Missing: Not provided	M2Dkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Dkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981025	ERX1998806	232.M2Ekey217	indoor metagenome	ERR1938273	ERS1670193	SAMEA103981025 ERS1670193	male	Missing: Not provided	M2Ekey217				research facility	anthropogenic environmental material	built environment	M2	36244	Ekey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
230	SAMEA103981026	ERX1998807	232.M2Enter217	indoor metagenome	ERR1938274	ERS1670194	SAMEA103981026 ERS1670194	male	Missing: Not provided	M2Enter217				research facility	anthropogenic environmental material	built environment	M2	36244	Ente	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981027	ERX1998808	232.M2Fkey217	indoor metagenome	ERR1938275	ERS1670195	SAMEA103981027 ERS1670195	male	Missing: Not provided	M2Fkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Fkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981028	ERX1998809	232.M2Gkey217	indoor metagenome	ERR1938276	ERS1670196	SAMEA103981028 ERS1670196	male	Missing: Not provided	M2Gkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Gkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981029	ERX1998810	232.M2Hkey217	indoor metagenome	ERR1938277	ERS1670197	SAMEA103981029 ERS1670197	male	Missing: Not provided	M2Hkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Hkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981030	ERX1998811	232.M2Ikey217	indoor metagenome	ERR1938278	ERS1670198	SAMEA103981030 ERS1670198	male	Missing: Not provided	M2Ikey217				research facility	anthropogenic environmental material	built environment	M2	36244	Ikey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981031	ERX1998812	232.M2Indl217	human skin metagenome	ERR1938279	ERS1670199	SAMEA103981031 ERS1670199	male	36	M2Indl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
226	SAMEA103981032	ERX1998813	232.M2Indr217	human skin metagenome	ERR1938280	ERS1670200	SAMEA103981032 ERS1670200	male	36	M2Indr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
226	SAMEA103981033	ERX1998814	232.M2Jkey217	indoor metagenome	ERR1938281	ERS1670201	SAMEA103981033 ERS1670201	male	Missing: Not provided	M2Jkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Jkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
226	SAMEA103981034	ERX1998815	232.M2Kkey217	indoor metagenome	ERR1938282	ERS1670202	SAMEA103981034 ERS1670202	male	Missing: Not provided	M2Kkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Kkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981035	ERX1998816	232.M2Lkey217	indoor metagenome	ERR1938283	ERS1670203	SAMEA103981035 ERS1670203	male	Missing: Not provided	M2Lkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Lkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981036	ERX1998817	232.M2Lsft217	indoor metagenome	ERR1938284	ERS1670204	SAMEA103981036 ERS1670204	male	Missing: Not provided	M2Lsft217				research facility	anthropogenic environmental material	built environment	M2	36244	Left_shift	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
232	SAMEA103981037	ERX1998818	232.M2Midl217	human skin metagenome	ERR1938285	ERS1670205	SAMEA103981037 ERS1670205	male	36	M2Midl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
226	SAMEA103981038	ERX1998819	232.M2Midr217	human skin metagenome	ERR1938286	ERS1670206	SAMEA103981038 ERS1670206	male	36	M2Midr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
227	SAMEA103981039	ERX1998820	232.M2Mkey217	indoor metagenome	ERR1938287	ERS1670207	SAMEA103981039 ERS1670207	male	Missing: Not provided	M2Mkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Mkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981040	ERX1998821	232.M2Nkey217	indoor metagenome	ERR1938288	ERS1670208	SAMEA103981040 ERS1670208	male	Missing: Not provided	M2Nkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Nkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
227	SAMEA103981041	ERX1998822	232.M2Okey217	indoor metagenome	ERR1938289	ERS1670209	SAMEA103981041 ERS1670209	male	Missing: Not provided	M2Okey217				research facility	anthropogenic environmental material	built environment	M2	36244	Okey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
227	SAMEA103981042	ERX1998823	232.M2Pinl217	human skin metagenome	ERR1938290	ERS1670210	SAMEA103981042 ERS1670210	male	36	M2Pinl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981043	ERX1998824	232.M2Pinr217	human skin metagenome	ERR1938291	ERS1670211	SAMEA103981043 ERS1670211	male	36	M2Pinr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
227	SAMEA103981044	ERX1998825	232.M2Pkey217	indoor metagenome	ERR1938292	ERS1670212	SAMEA103981044 ERS1670212	male	Missing: Not provided	M2Pkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Pkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981045	ERX1998826	232.M2Qkey217	indoor metagenome	ERR1938293	ERS1670213	SAMEA103981045 ERS1670213	male	Missing: Not provided	M2Qkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Qkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
230	SAMEA103981046	ERX1998827	232.M2Rinl217	human skin metagenome	ERR1938294	ERS1670214	SAMEA103981046 ERS1670214	male	36	M2Rinl217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
228	SAMEA103981047	ERX1998828	232.M2Rinr217	human skin metagenome	ERR1938295	ERS1670215	SAMEA103981047 ERS1670215	male	36	M2Rinr217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
231	SAMEA103981048	ERX1998829	232.M2Rkey217	indoor metagenome	ERR1938296	ERS1670216	SAMEA103981048 ERS1670216	male	Missing: Not provided	M2Rkey217				research facility	anthropogenic environmental material	built environment	M2	36244	Rkey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981049	ERX1998830	232.M2Rsft217	indoor metagenome	ERR1938297	ERS1670217	SAMEA103981049 ERS1670217	male	Missing: Not provided	M2Rsft217				research facility	anthropogenic environmental material	built environment	M2	36244	Right_shift	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981050	ERX1998831	232.M2Skey217	indoor metagenome	ERR1938298	ERS1670218	SAMEA103981050 ERS1670218	male	Missing: Not provided	M2Skey217				research facility	anthropogenic environmental material	built environment	M2	36244	Skey	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
225	SAMEA103981051	ERX1998832	232.M2Space217	indoor metagenome	ERR1938299	ERS1670219	SAMEA103981051 ERS1670219	male	Missing: Not provided	M2Space217				research facility	anthropogenic environmental material	built environment	M2	36244	Space_bar	surface	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
229	SAMEA103981052	ERX1998833	232.M2Thml217	human skin metagenome	ERR1938300	ERS1670220	SAMEA103981052 ERS1670220	male	36	M2Thml217	UBERON:skin	UBERON:sebum	UBERON:finger skin	human-associated habitat	sebum	human-skin	M2	9606	finger_tip	skin	OTHER	PRJEB20471	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	0	454 GS FLX+	SINGLE	PCR	METAGENOMIC	2017-04-22	0	0	LS454	2017-04-20	ERP022626	years	2008-07-15	TRUE	1624	urban biome	USA:CO:Boulder	TRUE	40.0083	-105.2705	UCSDMI	FALSE	fierer_forensic_keyboard	Forensic_identification_using_skin_bacterial_communities
